Patron Type Definition,Total Checkouts,Total Renewals,Circulation Active Year
2,81,0,2014
1,13,6,2013
2,3,1,2014
0,25,11,2010
1,664,302,2016
1,164,40,2016
1,33,19,2015
1,26,4,2016
2,7,1,2015
2,286,114,2016
1,0,0,0
2,7,0,2014
2,31,7,2014
1,0,0,0
1,0,0,0
1,0,0,0
2,739,16,2015
2,839,544,2015
1,5,1,2014
2,69,0,2016
2,20,0,2016
2,412,84,2016
2,15,0,2013
2,244,4,2016
2,337,0,2015
1,4201,1050,2016
2,284,53,2013
2,500,151,2013
2,980,196,2016
2,265,122,2016
2,20,20,2016
2,472,20,2016
2,3,0,2013
2,119,49,2015
2,118,75,2014
2,0,0,0
2,33,12,2015
2,135,8,2015
2,41,0,2016
1,62,2,2013
2,265,1,2015
1,878,565,2016
2,154,65,2016
2,6,0,2016
1,0,0,0
2,28,0,2015
2,3,0,2016
2,506,160,2014
2,33,9,2014
2,43,0,2016
2,19,0,2013
2,57,5,2015
2,56,11,2015
2,2,0,2016
2,121,31,2016
2,900,354,2016
2,1,0,2012
2,439,47,2016
1,66,0,2015
2,3,0,2013
1,1,1,2012
2,319,194,2015
1,3,0,2004
2,476,130,2015
2,40,9,2014
2,9,2,2014
2,316,2,2016
2,51,1,2014
1,0,0,0
1,3,0,2014
2,12,0,2016
2,22,0,2012
2,157,0,2016
1,102,54,2014
2,8,0,2015
2,7,0,2016
2,26,0,2011
2,60,0,2016
1,46,0,2014
1,6,5,2010
2,20,0,2015
2,3,0,2016
2,1326,337,2016
2,124,72,2016
2,300,78,2016
2,588,20,2016
2,44,7,2015
2,2,0,2013
2,2,0,2013
2,3,0,2014
2,125,0,2015
2,25,0,2016
2,181,76,2016
1,237,29,2016
2,200,20,2014
2,665,1,2016
2,40,1,2015
2,31,0,2016
2,21,0,2015
1,428,475,2016
2,1170,298,2016
2,51,3,2016
2,337,8,2016
2,36,0,2015
2,280,12,2015
2,104,75,2016
1,2359,449,2016
1,96,38,2015
1,15,7,2014
2,26,18,2014
2,102,29,2016
2,2,1,2015
1,0,0,0
1,0,0,0
2,1195,1313,2016
2,66,0,2016
1,115,27,2015
2,112,84,2016
1,49,24,2012
2,102,1,2016
1,50,29,2014
2,88,18,2015
1,91,11,2014
1,153,20,2014
2,238,66,2015
0,3,0,2016
2,92,0,2016
2,14,0,2015
2,9,10,2013
1,2,1,2016
1,6,6,2014
2,72,105,2014
2,110,0,2015
2,114,0,2016
1,572,111,2016
1,0,0,0
1,66,7,2016
2,42,0,2016
2,19,0,2016
2,6,0,2014
2,69,10,2016
2,189,18,2015
1,109,7,2015
2,17,0,2016
2,2,0,2015
1,28,0,2014
2,481,353,2016
1,38,0,2014
2,16,0,2016
1,124,79,2013
1,5,0,2016
2,9,2,2016
1,294,38,2015
2,164,14,2015
1,31,23,2013
1,96,0,2016
2,230,8,2015
2,93,40,2016
2,1215,867,2016
1,720,270,2016
2,287,186,2014
2,8,0,2016
2,185,1,2016
2,14,0,2016
2,14,0,2016
1,49,2,2016
2,1,0,2013
2,6,0,2014
1,0,0,0
1,0,0,2016
2,527,13,2016
1,73,29,2015
2,13,0,2015
1,1337,507,2016
2,153,3,2015
2,137,23,2016
2,143,33,2016
2,145,77,2016
1,0,0,0
1,0,0,0
1,0,0,0
2,115,10,2015
2,22,2,2016
2,503,283,2016
2,344,108,2014
2,19,0,2015
2,82,11,2014
2,2067,303,2016
2,6,0,2013
2,42,3,2015
2,31,0,2015
1,126,166,2016
2,14,2,2014
2,847,275,2016
2,15,1,2016
2,1131,10,2015
2,2,0,2014
1,0,0,0
1,0,0,0
1,0,0,0
2,13,0,2016
1,38,23,2016
2,41,0,2014
1,4,0,2016
2,34,0,2016
1,0,0,0
2,154,9,2015
2,20,1,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,16,2,2015
1,124,11,2013
2,92,19,2015
1,350,147,2016
0,1149,592,2016
2,64,1,2016
1,9,1,2016
2,24,0,2016
2,13,0,2014
2,12,0,2014
2,79,58,2015
2,2,0,2016
2,20,0,2014
2,114,52,2016
1,237,3,2016
2,3,0,2016
1,0,0,2013
2,4,0,2015
2,29,11,2016
1,124,1,2013
1,2,0,2014
2,13,1,2016
2,427,16,2015
2,57,1,2013
1,0,0,2010
2,7,0,2014
2,45,0,2016
2,35,9,2015
2,288,3,2014
1,6,5,2013
2,94,4,2016
2,3,0,2013
2,11,0,2014
2,105,0,2015
2,105,125,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,304,27,2016
0,39,4,2016
1,337,33,2014
2,13,0,2015
2,26,0,2015
2,15,0,2014
2,25,0,2016
2,341,104,2016
2,57,6,2016
2,114,89,2016
1,1250,781,2016
2,219,156,2016
2,2524,5,2016
2,2,0,2015
2,14,21,2014
1,82,20,2014
2,2572,24,2016
2,78,5,2015
2,92,33,2016
2,48,8,2014
2,29,5,2014
2,11,0,2013
2,25,1,2016
2,5,0,2014
2,127,1,2016
2,27,0,2015
2,7,0,2016
2,21,0,2016
2,45,0,2013
2,527,190,2014
1,1860,38,2016
2,276,24,2016
2,4,0,2014
2,33,30,2015
2,22,0,2014
2,1313,86,2016
2,2,0,2009
2,7,14,2016
2,218,97,2014
2,129,62,2016
2,18,0,2015
2,4,4,2013
1,2891,17,2012
1,1,4,2016
2,22,0,2016
1,3,6,2013
2,116,2,2016
2,11,0,2013
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,33,5,2013
2,70,7,2016
2,60,5,2016
2,754,300,2016
2,6,0,2016
1,23,31,2015
2,183,212,2016
2,274,153,2016
1,8,14,2015
2,19,0,2016
2,0,0,0
1,128,21,2016
1,149,7,2015
1,69,30,2015
2,192,5,2016
2,182,33,2016
1,277,153,2016
2,3,0,2015
2,344,244,2016
2,58,0,2013
2,172,21,2016
2,248,25,2016
2,777,0,2013
2,3,0,2015
2,361,159,2016
2,25,1,2016
2,9,2,2016
2,775,0,2015
2,101,5,2015
1,55,9,2015
2,127,10,2013
2,273,0,2016
1,42,0,2015
2,475,22,2016
2,589,65,2015
2,15,4,2015
2,2,0,2013
2,6,0,2015
2,2,0,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
2,8,0,2015
2,18,1,2015
2,76,0,2015
2,289,24,2016
1,154,61,2015
2,43,13,2016
2,11,0,2016
1,907,347,2016
2,187,1,2016
2,84,11,2013
2,15,1,2016
2,4,0,2015
2,156,18,2015
2,24,0,2012
1,844,1226,2016
2,5,1,2014
2,10,0,2016
2,92,0,2015
2,2,0,2014
2,7,4,2016
2,13,0,2012
2,160,8,2013
2,30,11,2016
2,2340,537,2016
2,34,1,2014
2,22,8,2016
2,11,0,2016
2,84,23,2016
2,55,35,2015
2,184,91,2016
1,894,50,2016
2,1285,235,2016
1,53,0,2015
2,419,16,2016
2,11,0,2014
2,143,39,2014
2,203,5,2015
1,50,4,2016
2,421,112,2016
2,93,6,2016
1,68,6,2014
2,12,0,2014
2,20,0,2013
2,50,21,2015
2,11,0,2016
2,214,4,2016
2,4,0,2015
2,24,0,2015
2,2,0,2015
2,40,0,2014
2,63,7,2014
1,313,221,2016
2,15,0,2013
2,409,3,2014
2,19,1,2012
2,10,0,2012
2,9,0,2016
1,11,26,2016
2,17,0,2014
2,6,0,2016
2,100,6,2016
2,400,262,2016
2,2,0,2015
2,4,2,2016
2,38,0,2016
2,485,0,2016
1,65,0,2016
1,320,129,2015
2,41,2,2015
2,331,39,2013
2,93,33,2016
2,36,0,2013
2,314,140,2016
1,114,5,2016
2,3,0,2014
1,1,0,2014
2,40,0,2013
2,8,5,2013
2,2,0,2014
1,307,225,2016
1,230,57,2016
2,3757,1198,2016
2,1,3,2015
2,17,0,2015
2,253,34,2016
1,17,21,2015
2,0,0,0
2,8,2,2016
2,10,0,2014
1,0,0,0
1,0,0,0
2,429,835,2016
2,56,31,2016
2,458,563,2016
2,81,10,2015
2,129,0,2016
2,10,3,2013
1,19,18,2016
1,97,32,2016
1,1,0,2015
2,25,0,2013
2,133,1,2016
1,1045,205,2016
2,953,36,2016
2,21,0,2016
1,5,6,2008
2,168,22,2016
1,223,222,2013
1,1,0,2016
2,37,0,2016
2,3,0,2016
2,227,31,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
2,530,175,2016
1,7,3,2013
2,274,3,2016
2,10,0,2016
2,53,2,2016
2,1330,33,2016
1,35,30,2014
2,604,505,2016
2,42,18,2016
2,89,21,2016
1,1634,1135,2016
2,58,0,2016
2,20,0,2013
2,289,0,2013
2,0,0,0
2,0,0,0
2,196,15,2016
2,37,0,2015
2,5,0,2014
2,15,2,2015
2,285,52,2016
2,3,0,2013
2,170,78,2016
1,9,1,2013
1,84,0,2016
2,5,0,2013
2,7,0,2016
2,0,0,0
2,6,0,2016
1,42,5,2014
2,61,6,2016
2,566,17,2016
1,29,59,2012
2,72,2,2016
1,122,18,2014
2,191,24,2016
2,2303,2312,2016
1,29,0,2015
2,436,793,2016
2,1623,91,2016
2,369,14,2016
2,8,0,2014
2,314,258,2016
2,16,0,2015
1,500,349,2016
2,26,2,2013
2,31,1,2014
1,615,28,2016
1,0,0,0
2,204,16,2014
1,30,0,2016
2,11,0,2016
2,628,3,2016
2,22,22,2015
2,29,0,2016
2,20,0,2014
2,468,38,2014
2,58,0,2014
1,35,0,2013
2,1217,23,2016
2,288,37,2016
2,6,2,2015
2,0,0,2016
1,1,0,2013
2,3153,1595,2015
1,16,10,2013
1,1367,81,2016
2,185,39,2016
2,199,0,2016
1,0,0,0
2,0,0,0
1,11,2,2015
2,101,9,2016
2,868,435,2016
1,1918,30,2016
2,1,0,2013
2,1116,8,2016
2,1,0,2016
1,50,1,2015
1,3092,293,2016
2,2,0,2013
2,97,1,2016
2,31,0,2015
2,1256,506,2016
2,20,0,2016
2,263,74,2013
1,205,1,2016
1,91,34,2015
1,41,64,2014
2,88,20,2015
0,931,91,2015
2,16,2,2016
2,390,13,2014
2,15,3,2016
1,51,1,2016
2,17,0,2011
1,4607,232,2016
2,20,0,2013
2,650,136,2014
2,93,18,2016
1,834,3,2014
2,124,0,2014
2,18,32,2015
2,389,33,2016
2,2,0,2014
1,0,0,0
1,0,0,0
2,55,2,2015
2,103,19,2016
2,13,0,2016
2,7,7,2015
2,7,4,2016
2,52,15,2014
2,3,0,2016
2,16,0,2013
2,1019,17,2015
2,20,0,2016
2,145,2,2016
2,70,1,2016
2,25,31,2016
2,1,0,2015
2,4,0,2015
2,29,13,2016
1,2,0,2016
2,53,0,2016
1,231,98,2015
2,243,25,2016
1,41,11,2015
2,1754,678,2016
1,366,4,2013
1,43,21,2016
2,1316,364,2016
2,125,1,2016
1,3,0,2016
2,907,558,2016
2,75,32,2016
2,31,1,2016
2,34,1,2016
2,1,0,2016
2,4,0,2016
1,30,2,2016
0,1,0,2013
2,22,0,2015
2,27,0,2013
2,13,0,2015
1,185,14,2016
2,22,2,2014
1,0,0,0
2,183,55,2014
1,0,0,2015
2,449,156,2016
2,43,0,2016
2,89,10,2015
2,515,148,2013
0,257,3,2016
1,76,37,2016
2,1,0,2016
2,1531,205,2016
2,4,1,2016
2,119,0,2016
2,31,0,2015
2,11,0,2014
2,306,108,2016
1,315,229,2016
2,24,0,2013
2,114,0,2014
1,321,19,2015
2,105,0,2014
2,3,0,2013
1,0,0,2015
2,174,17,2014
2,28,0,2016
1,10,25,2016
1,657,49,2016
2,3,1,2016
2,5,0,2015
2,324,154,2014
1,730,101,2014
2,590,236,2016
2,41,4,2014
1,499,27,2016
2,51,32,2015
2,73,0,2015
2,243,23,2016
2,87,0,2016
2,11,2,2016
2,193,11,2015
2,8,1,2016
1,77,21,2015
2,109,9,2014
2,119,4,2015
2,211,0,2016
2,89,1,2015
2,678,144,2016
2,230,16,2016
2,55,1,2016
2,21,0,2014
2,155,7,2016
2,57,0,2015
2,874,827,2016
1,1135,73,2016
2,57,20,2016
2,28,2,2016
2,3,0,2013
1,23,0,2014
2,26,2,2015
2,213,2,2015
2,0,0,2015
2,20,10,2013
0,100,23,2016
1,46,2,2013
1,49,85,2016
2,22,21,2016
2,3,0,2013
2,30,1,2013
2,4,0,2016
2,2,0,2013
2,388,41,2016
2,822,85,2016
1,15,6,2012
2,10,0,2013
1,0,0,0
1,331,121,2012
2,558,10,2016
2,39,26,2016
2,1,0,2013
2,155,3,2016
1,85,40,2015
1,543,7,2016
2,1,1,2015
2,488,22,2014
2,569,942,2015
2,3,0,2014
1,18,2,2015
2,291,184,2016
2,2,0,2015
2,3,0,2016
2,181,59,2013
2,13,3,2014
0,123,113,2015
1,3,0,2014
2,63,36,2015
1,779,29,2013
2,155,34,2016
2,2,2,2016
2,11,0,2014
1,126,29,2015
2,123,102,2014
2,124,5,2014
1,142,23,2015
1,0,0,0
2,293,12,2016
1,22,0,2014
2,43,5,2014
2,7,1,2015
2,0,0,0
2,0,0,0
2,943,7,2015
2,264,10,2016
2,4,0,2014
2,137,202,2016
1,218,8,2016
1,21,10,2016
2,4,0,2013
1,176,55,2015
1,0,0,2014
2,299,69,2016
2,34,7,2016
2,31,4,2013
1,273,52,2016
2,7,0,2015
2,5,0,2013
2,2053,901,2016
1,18,0,2014
2,547,821,2016
2,173,0,2014
1,17,0,2014
2,156,251,2013
1,9,4,2014
2,3,0,2015
2,363,42,2016
2,2150,370,2016
1,2,0,2015
2,27,0,2016
2,11,11,2015
2,88,74,2016
2,91,49,2014
2,111,20,2016
1,13,0,2014
1,447,22,2015
2,79,171,2016
1,14,0,2016
2,2040,72,2016
2,96,0,2016
1,4,0,2013
2,0,0,0
2,0,0,0
2,39,0,2016
2,39,1,2016
2,2,0,2013
2,1116,242,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,5,0,2015
2,41,7,2016
2,1234,888,2016
1,0,0,0
1,0,0,0
1,13,4,2016
2,7,0,2015
2,166,3,2015
1,1214,661,2016
2,21,0,2016
2,109,51,2016
2,14,0,2013
2,2,0,2016
2,55,3,2016
2,4,0,2016
1,2,0,2015
2,105,5,2016
2,62,13,2013
2,4,4,2011
2,52,36,2013
1,0,0,2015
2,13,2,2016
2,601,41,2016
2,306,10,2015
2,34,7,2016
2,26,4,2016
2,271,16,2013
2,6,0,2015
2,19,2,2016
2,580,722,2016
2,3,0,2016
1,22,2,2014
2,49,0,2016
2,61,34,2016
1,816,72,2016
1,187,10,2016
2,17,6,2013
2,34,0,2016
1,59,9,2016
2,466,38,2016
2,649,86,2016
2,100,0,2016
1,1,1,2013
2,7,0,2016
1,0,0,0
2,232,43,2016
2,417,34,2015
2,81,0,2015
1,19,0,2016
2,6,0,2014
1,0,0,0
2,11,0,2016
1,399,3,2015
2,109,81,2016
2,1273,235,2016
2,419,221,2015
2,89,2,2016
1,48,0,2015
2,108,15,2016
2,12,0,2016
2,1359,327,2016
2,1,0,2005
2,201,15,2016
2,622,160,2016
2,20,1,2014
2,88,8,2013
1,808,376,2016
2,212,3,2016
1,0,0,0
1,176,59,2015
1,6,0,2016
2,641,17,2016
2,15,24,2010
2,10,3,2015
1,10,0,2014
2,26,2,2014
2,9,0,2013
1,1,0,2013
2,11,1,2016
2,2,0,2015
2,11,0,2013
2,940,100,2015
2,6,2,2015
2,5,0,2015
1,674,73,2016
1,135,71,2015
2,60,5,2015
2,36,0,2016
1,19,1,2013
2,3,0,2015
2,127,22,2016
2,3,0,2016
2,25,3,2014
2,34,9,2014
2,48,2,2014
1,2,3,2016
2,8,0,2014
2,1368,352,2016
2,4,0,2016
2,155,18,2016
1,924,366,2016
2,373,58,2015
1,13,11,2016
2,20,0,2016
2,24,12,2013
2,223,24,2013
1,5,0,2016
2,11,0,2012
2,22,4,2016
0,0,0,0
2,807,12,2016
0,45,0,2014
1,6,0,2016
2,106,9,2016
2,13,10,2016
2,10,5,2013
2,44,10,2016
2,41,31,2016
2,165,5,2016
2,16,28,2016
1,0,0,0
2,140,60,2013
2,18,4,2016
2,59,0,2013
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,7,0,2015
2,2,0,2014
2,61,2,2016
2,1,0,2014
2,22,0,2016
2,334,11,2016
2,1,0,2016
2,20,2,2016
2,510,76,2016
2,8,0,2016
2,5,0,2016
2,20,1,2013
2,19,2,2016
2,30,14,2016
1,2814,2440,2016
2,75,2,2015
2,492,31,2015
2,866,90,2015
2,37,9,2015
2,92,0,2015
1,139,159,2013
2,77,7,2016
2,0,0,0
2,163,20,2016
1,1826,42,2016
2,42,0,2015
2,5,0,2016
1,341,23,2014
2,65,0,2015
2,335,22,2016
1,714,1,2016
1,115,40,2014
2,204,0,2016
1,3057,2109,2016
2,125,84,2016
2,6,0,2013
2,9,1,2016
1,76,22,2004
2,85,0,2016
1,6,2,2006
2,814,784,2016
2,864,194,2016
2,5,0,2014
1,47,13,2016
1,0,0,0
1,0,0,0
2,244,7,2016
2,3,0,2008
2,832,200,2016
1,185,27,2016
1,115,36,2016
2,5,0,2016
2,5,0,2016
0,35,0,2016
2,71,8,2013
1,1,0,2010
1,35,0,2014
1,4,0,2016
2,132,0,2016
2,417,14,2016
2,1,0,2015
2,1,0,2015
2,1,0,2015
1,28,9,2015
1,357,222,2016
2,620,367,2016
2,5,0,2016
2,51,5,2014
2,384,48,2016
2,234,26,2015
2,29,0,2015
2,5,0,2012
1,2,0,2016
2,19,31,2016
2,122,8,2013
2,591,22,2014
2,321,27,2016
0,1747,838,2016
1,999,378,2016
2,10,0,2016
2,6,0,2016
1,72,8,2016
1,152,31,2015
2,7,0,2016
1,27,0,2015
2,3,2,2015
1,380,133,2016
1,6,0,2013
2,3,0,2013
1,83,3,2014
1,2351,187,2014
2,113,260,2014
2,600,12,2016
2,439,153,2016
2,151,9,2016
2,258,66,2016
2,246,18,2016
2,675,30,2016
2,578,32,2016
2,59,28,2016
2,235,0,2016
2,675,25,2016
2,148,1,2013
2,321,92,2015
2,132,0,2015
2,66,1,2016
2,65,21,2015
2,351,155,2016
2,10,0,2013
2,197,18,2016
2,0,0,2016
2,401,12,2015
1,10,1,2016
2,390,13,2016
1,5,0,2013
1,1001,141,2016
2,353,0,2012
2,185,73,2014
2,57,0,2012
2,1093,85,2016
1,163,56,2016
2,19,0,2015
2,33,11,2016
2,300,53,2016
2,158,7,2016
2,316,49,2016
2,793,7,2016
1,1092,287,2016
0,1,0,2015
2,281,13,2016
2,5,0,2016
2,92,1,2016
2,29,0,2014
1,478,58,2015
2,337,6,2016
1,2,0,2016
1,133,51,2014
2,1,1,2013
1,26,9,2015
2,251,64,2016
2,5,1,2016
1,6,0,2013
2,13,0,2013
1,30,36,2014
1,1207,294,2016
2,13,0,2013
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,33,0,2016
2,55,4,2011
1,376,73,2016
2,354,24,2016
2,140,18,2016
2,4,0,2015
1,3,1,2014
2,18,2,2016
2,8,0,2015
2,2,0,2015
2,88,0,2016
2,217,63,2016
2,6,0,2016
1,1,0,2015
2,604,89,2016
2,45,0,2016
2,336,67,2016
2,24,10,2015
2,2906,885,2016
2,13,0,2016
2,16,0,2013
1,39,17,2014
2,25,0,2016
1,36,27,2010
2,2,0,2015
2,628,206,2016
1,151,10,2016
2,622,67,2016
2,67,0,2016
2,312,42,2016
2,144,0,2015
2,31,0,2016
2,0,0,0
1,16,0,2016
2,33,7,2014
1,1845,122,2016
2,30,0,2015
1,49,34,2015
2,956,52,2016
2,82,14,2015
1,39,0,2015
2,1448,7,2016
1,4,2,2014
2,13,0,2015
2,1363,84,2016
2,169,1,2016
2,5,0,2013
2,35,1,2013
2,107,2,2016
2,1590,406,2016
2,0,0,0
2,1082,241,2016
2,61,0,2015
2,64,44,2016
2,23,0,2015
2,366,402,2016
1,1507,3,2013
2,49,0,2015
1,73,65,2016
0,26,0,2015
2,5,0,2014
2,105,0,2013
2,30,0,2016
2,16,20,2015
2,1734,173,2015
2,54,2,2016
0,25,0,2015
2,47,0,2016
2,763,20,2015
2,0,0,0
1,0,0,0
1,0,0,0
2,544,42,2015
1,16,4,2014
2,13,0,2015
2,185,21,2016
1,141,98,2016
2,5,0,2015
2,155,0,2016
2,5,0,2016
2,18,12,2013
1,216,274,2016
2,94,0,2016
2,5,0,2014
2,420,83,2014
1,2,0,2016
2,24,0,2015
1,9,17,2013
2,277,117,2016
2,2666,211,2016
2,937,425,2016
2,59,0,2015
2,24,0,2014
2,21,10,2014
2,8,24,2013
2,26,0,2016
2,84,0,2016
2,0,0,0
2,0,0,0
2,2,0,2016
2,94,0,2016
1,1,0,2014
1,1556,708,2016
2,42,0,2013
2,130,41,2016
2,337,103,2013
2,17,0,2016
1,41,9,2016
2,6,0,2014
1,6,0,2016
2,76,0,2015
2,403,258,2015
2,12,0,2015
2,245,214,2016
1,91,6,2010
0,1072,822,2016
2,135,6,2016
2,1033,132,2016
2,1,1,2016
2,22,0,2014
2,108,55,2014
1,72,10,2013
2,469,44,2016
2,179,33,2016
2,756,117,2015
2,16,0,2014
2,523,0,2016
2,90,46,2016
2,32,61,2014
2,256,20,2015
2,113,0,2016
1,250,154,2015
2,187,0,2016
1,13,16,2014
1,16,2,2016
2,2,0,2014
2,6,0,2013
0,0,0,0
1,79,0,2015
2,1738,1022,2016
2,361,3,2016
2,28,4,2015
2,4,0,2015
2,8,0,2016
1,379,86,2014
1,556,46,2016
2,7,2,2016
2,33,16,2016
2,90,6,2014
2,2909,1138,2016
2,6,0,2013
2,35,1,2013
2,200,6,2014
2,81,0,2015
2,535,2,2016
2,13,0,2016
2,12,12,2016
2,15,0,2015
2,98,9,2015
2,84,41,2016
2,6,7,2016
1,68,45,2015
1,871,67,2016
2,242,76,2016
2,386,1,2015
2,0,0,0
2,11,0,2014
1,796,435,2016
0,548,91,2016
1,32,12,2013
2,116,1,2016
2,6,0,2014
2,60,10,2011
2,98,0,2014
2,9,0,2014
1,13,0,2014
2,424,326,2016
2,391,7,2016
1,5,7,2015
2,31,7,2016
2,91,6,2015
2,424,2,2016
2,118,0,2016
1,249,246,2016
2,9,0,2013
2,548,512,2014
1,362,16,2014
1,1,0,2015
2,196,22,2014
2,72,3,2013
2,127,18,2016
2,705,1694,2016
2,5,0,2013
2,10,1,2016
1,9,3,2014
1,4671,25,2014
2,414,59,2016
2,40,7,2016
2,13,0,2014
2,2,0,2013
2,13,0,2015
1,367,14,2016
2,73,1,2014
2,61,7,2013
2,37,0,2016
1,59,27,2016
2,559,12,2016
1,21,3,2015
1,934,1122,2016
1,4,6,2016
2,230,40,2015
1,0,0,0
2,56,0,2016
2,58,16,2016
2,176,2,2015
2,267,13,2016
2,13,0,2013
2,45,8,2013
2,104,2,2016
1,18,1,2013
2,451,129,2016
1,778,386,2016
2,243,2,2016
2,0,0,0
2,57,5,2014
1,143,6,2016
2,49,1,2015
2,11,6,2013
2,12,0,2016
2,419,11,2016
2,45,23,2016
0,2992,1872,2016
1,177,22,2016
2,38,0,2016
2,124,0,2016
1,54,16,2016
2,81,70,2016
2,0,0,0
2,49,0,2016
2,224,49,2015
2,74,48,2015
2,39,3,2016
2,6,0,2015
2,6,0,2015
2,150,1,2014
2,486,110,2016
2,223,3,2014
2,1845,505,2016
1,30,11,2013
2,640,54,2016
2,0,0,2015
1,18,0,2013
2,203,16,2016
1,0,0,0
2,457,121,2016
2,9,0,2016
2,9,2,2014
2,12,3,2015
2,7,0,2016
2,122,15,2016
2,463,268,2016
2,182,18,2016
2,2,0,2016
2,2,0,2016
2,72,0,2014
2,589,34,2016
1,88,29,2014
2,166,0,2016
2,5,0,2016
2,5,0,2016
2,22,1,2014
2,9,15,2016
2,77,1,2016
2,74,1,2016
2,45,30,2016
1,4,2,2010
2,2073,38,2016
2,72,14,2013
2,4,0,2016
2,1649,26,2016
2,2,0,2015
2,2,0,2015
2,124,0,2012
1,27,24,2013
2,3,0,2016
2,3,0,2016
2,400,4,2015
2,58,20,2015
1,109,25,2014
2,949,106,2016
1,7,1,2015
1,3,6,2014
1,24,1,2015
2,813,67,2015
2,13,10,2014
1,2519,111,2016
2,129,95,2014
2,7,0,2016
2,8,0,2012
2,176,0,2016
2,28,0,2016
2,484,39,2015
2,7,0,2015
1,25,23,2016
2,41,9,2016
2,11,3,2016
2,73,0,2014
2,2,2,2015
2,362,10,2016
1,13,18,2015
1,3,1,2016
2,76,4,2013
2,0,0,0
2,86,0,2016
2,70,0,2015
2,0,0,0
1,254,247,2016
2,119,0,2013
2,4,0,2014
2,37,10,2014
1,10,0,2014
2,996,340,2016
1,10,0,2014
2,2,0,2016
2,24,0,2016
1,0,0,0
1,0,0,0
1,45,31,2015
1,1015,161,2014
1,7,5,2016
2,54,23,2016
2,8,0,2016
1,87,4,2014
2,16,17,2015
2,21,0,2012
2,69,0,2014
2,11,0,2014
1,47,7,2015
2,25,0,2016
2,41,11,2016
2,192,9,2016
2,148,9,2014
1,70,0,2016
1,69,25,2015
2,15,4,2015
2,33,40,2014
2,0,0,0
2,0,0,0
2,0,0,0
1,3,0,2015
2,482,3,2015
2,75,0,2016
2,0,0,0
2,31,3,2016
1,422,142,2015
2,708,81,2016
2,81,10,2015
2,6,0,2015
2,17,0,2014
1,216,27,2016
2,2,0,2013
2,92,7,2015
1,72,68,2014
2,69,6,2015
2,150,83,2016
1,739,17,2012
2,66,0,2014
2,133,1,2015
2,253,148,2013
2,69,58,2016
2,5,0,2015
2,40,0,2016
1,0,0,2013
2,5,0,2013
2,16,0,2013
2,1038,582,2014
1,73,48,2013
1,223,3,2013
2,5,0,2016
2,22,1,2014
2,656,76,2016
2,165,18,2015
2,18,0,2014
2,25,17,2016
2,218,3,2016
2,18,0,2015
2,657,17,2016
2,30,0,2015
2,48,0,2016
2,598,446,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,396,564,2016
2,52,4,2015
1,0,0,0
2,759,823,2014
2,328,1,2016
1,254,370,2013
2,1,0,2016
0,79,56,2013
2,3,0,2015
2,112,11,2016
2,57,8,2014
2,26,0,2016
2,15,0,2016
2,56,52,2016
2,866,29,2016
2,122,181,2016
2,2,3,2013
2,779,264,2016
2,858,132,2015
2,300,39,2016
2,8,6,2015
1,31,0,2015
2,1,0,2014
2,20,0,2016
1,1090,13,2016
2,0,0,0
2,0,0,0
2,32,9,2015
2,2784,2978,2015
1,1,0,2013
2,33,19,2016
1,313,58,2016
2,60,1,2014
2,22,0,2016
2,94,44,2016
2,231,15,2015
1,1352,18,2015
2,19,0,2016
1,104,0,2014
2,490,205,2014
2,32,2,2014
1,0,0,0
2,177,16,2016
1,4,0,2013
2,1838,198,2016
2,96,5,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,200,1,2015
1,78,0,2011
2,7,0,2013
2,1161,11,2016
1,66,0,2016
1,0,0,0
2,209,47,2016
1,3,0,2016
1,2,0,2015
2,12,0,2016
